id,domain,prompt
312,algebraic_geometry,"Compute an explicit mapping from a tensor to a vector field, then factorize basis vectors and discuss rank behavior with bounded curvature. [benchmark_id=algebraic_geometry_112]"
313,algebraic_geometry,"Compute an explicit mapping from a coordinate frame to a operator, then factorize basis vectors and discuss rank behavior while preserving neighborhood topology. [benchmark_id=algebraic_geometry_113]"
314,algebraic_geometry,"Compute an explicit mapping from a tensor to a projection, then normalize basis vectors and discuss rank behavior with sparse observations. [benchmark_id=algebraic_geometry_114]"
315,algebraic_geometry,"Compute an explicit mapping from a graph to a polytope, then decompose basis vectors and discuss rank behavior while preserving neighborhood topology. [benchmark_id=algebraic_geometry_115]"
316,algebraic_geometry,"Compute an explicit mapping from a polytope to a manifold, then compare basis vectors and discuss rank behavior with bounded curvature. [benchmark_id=algebraic_geometry_116]"
317,algebraic_geometry,"Compute an explicit mapping from a coordinate frame to a geodesic, then project basis vectors and discuss rank behavior while preserving neighborhood topology. [benchmark_id=algebraic_geometry_117]"
318,algebraic_geometry,"Compute an explicit mapping from a coordinate frame to a manifold, then cluster basis vectors and discuss rank behavior with bounded curvature. [benchmark_id=algebraic_geometry_118]"
319,algebraic_geometry,"Compute an explicit mapping from a projection to a projection, then decompose basis vectors and discuss rank behavior with contrastive supervision. [benchmark_id=algebraic_geometry_119]"
320,algebraic_geometry,"Compute an explicit mapping from a basis to a distance matrix, then factorize basis vectors and discuss rank behavior with sparse observations. [benchmark_id=algebraic_geometry_120]"
321,algebraic_geometry,"Compute an explicit mapping from a graph to a embedding, then cluster basis vectors and discuss rank behavior under fixed token budget. [benchmark_id=algebraic_geometry_121]"
322,algebraic_geometry,"Compute an explicit mapping from a basis to a kernel, then interpolate basis vectors and discuss rank behavior while preserving neighborhood topology. [benchmark_id=algebraic_geometry_122]"
323,algebraic_geometry,"Compute an explicit mapping from a operator to a geodesic, then transform basis vectors and discuss rank behavior with contrastive supervision. [benchmark_id=algebraic_geometry_123]"
324,algebraic_geometry,"Compute an explicit mapping from a vector field to a polytope, then perturb basis vectors and discuss rank behavior with sparse observations. [benchmark_id=algebraic_geometry_124]"
325,algebraic_geometry,"Compute an explicit mapping from a basis to a embedding, then decompose basis vectors and discuss rank behavior while preserving neighborhood topology. [benchmark_id=algebraic_geometry_125]"
326,algebraic_geometry,"Compute an explicit mapping from a distance matrix to a kernel, then normalize basis vectors and discuss rank behavior under rotational invariance. [benchmark_id=algebraic_geometry_126]"
327,algebraic_geometry,"Compute an explicit mapping from a graph to a latent map, then align basis vectors and discuss rank behavior under noisy measurements. [benchmark_id=algebraic_geometry_127]"
328,algebraic_geometry,"Compute an explicit mapping from a embedding to a graph, then normalize basis vectors and discuss rank behavior under fixed token budget. [benchmark_id=algebraic_geometry_128]"
329,algebraic_geometry,"Compute an explicit mapping from a coordinate frame to a manifold, then interpolate basis vectors and discuss rank behavior with bounded curvature. [benchmark_id=algebraic_geometry_129]"
330,algebraic_geometry,"Compute an explicit mapping from a vector field to a vector field, then decompose basis vectors and discuss rank behavior under fixed token budget. [benchmark_id=algebraic_geometry_130]"
331,algebraic_geometry,"Compute an explicit mapping from a basis to a kernel, then interpolate basis vectors and discuss rank behavior while preserving neighborhood topology. [benchmark_id=algebraic_geometry_131]"
332,algebraic_geometry,"Compute an explicit mapping from a polytope to a manifold, then project basis vectors and discuss rank behavior with sparse observations. [benchmark_id=algebraic_geometry_132]"
333,algebraic_geometry,"Compute an explicit mapping from a graph to a manifold, then transform basis vectors and discuss rank behavior across two scales. [benchmark_id=algebraic_geometry_133]"
334,algebraic_geometry,"Compute an explicit mapping from a manifold to a tensor, then project basis vectors and discuss rank behavior with sparse observations. [benchmark_id=algebraic_geometry_134]"
335,algebraic_geometry,"Compute an explicit mapping from a coordinate frame to a geodesic, then stabilize basis vectors and discuss rank behavior under noisy measurements. [benchmark_id=algebraic_geometry_135]"
336,algebraic_geometry,"Compute an explicit mapping from a latent map to a trajectory, then factorize basis vectors and discuss rank behavior under fixed token budget. [benchmark_id=algebraic_geometry_136]"
337,algebraic_geometry,"Compute an explicit mapping from a geodesic to a distance matrix, then project basis vectors and discuss rank behavior under noisy measurements. [benchmark_id=algebraic_geometry_137]"
338,algebraic_geometry,"Compute an explicit mapping from a operator to a distance matrix, then stabilize basis vectors and discuss rank behavior under fixed token budget. [benchmark_id=algebraic_geometry_138]"
339,algebraic_geometry,"Compute an explicit mapping from a trajectory to a vector field, then align basis vectors and discuss rank behavior with bounded curvature. [benchmark_id=algebraic_geometry_139]"
340,algebraic_geometry,"Compute an explicit mapping from a basis to a graph, then interpolate basis vectors and discuss rank behavior with contrastive supervision. [benchmark_id=algebraic_geometry_140]"
341,algebraic_geometry,"Compute an explicit mapping from a trajectory to a projection, then align basis vectors and discuss rank behavior while preserving neighborhood topology. [benchmark_id=algebraic_geometry_141]"
342,algebraic_geometry,"Compute an explicit mapping from a tensor to a manifold, then cluster basis vectors and discuss rank behavior under fixed token budget. [benchmark_id=algebraic_geometry_142]"
343,algebraic_geometry,"Compute an explicit mapping from a basis to a vector field, then cluster basis vectors and discuss rank behavior with bounded curvature. [benchmark_id=algebraic_geometry_143]"
344,algebraic_geometry,"Compute an explicit mapping from a projection to a distance matrix, then normalize basis vectors and discuss rank behavior under fixed token budget. [benchmark_id=algebraic_geometry_144]"
345,algebraic_geometry,"Compute an explicit mapping from a distance matrix to a distance matrix, then decompose basis vectors and discuss rank behavior while preserving neighborhood topology. [benchmark_id=algebraic_geometry_145]"
346,algebraic_geometry,"Compute an explicit mapping from a vector field to a kernel, then factorize basis vectors and discuss rank behavior across two scales. [benchmark_id=algebraic_geometry_146]"
347,algebraic_geometry,"Compute an explicit mapping from a coordinate frame to a operator, then stabilize basis vectors and discuss rank behavior under rotational invariance. [benchmark_id=algebraic_geometry_147]"
348,algebraic_geometry,"Compute an explicit mapping from a vector field to a polytope, then perturb basis vectors and discuss rank behavior while preserving neighborhood topology. [benchmark_id=algebraic_geometry_148]"
349,algebraic_geometry,"Compute an explicit mapping from a vector field to a vector field, then align basis vectors and discuss rank behavior under fixed token budget. [benchmark_id=algebraic_geometry_149]"
350,algebraic_geometry,"Compute an explicit mapping from a tensor to a projection, then decompose basis vectors and discuss rank behavior with sparse observations. [benchmark_id=algebraic_geometry_150]"
351,algebraic_geometry,"Compute an explicit mapping from a manifold to a basis, then factorize basis vectors and discuss rank behavior with contrastive supervision. [benchmark_id=algebraic_geometry_151]"
352,algebraic_geometry,"Compute an explicit mapping from a trajectory to a vector field, then perturb basis vectors and discuss rank behavior with bounded curvature. [benchmark_id=algebraic_geometry_152]"
353,algebraic_geometry,"Compute an explicit mapping from a trajectory to a operator, then project basis vectors and discuss rank behavior across two scales. [benchmark_id=algebraic_geometry_153]"
354,algebraic_geometry,"Compute an explicit mapping from a latent map to a coordinate frame, then transform basis vectors and discuss rank behavior under fixed token budget. [benchmark_id=algebraic_geometry_154]"
355,algebraic_geometry,"Compute an explicit mapping from a operator to a kernel, then compare basis vectors and discuss rank behavior with sparse observations. [benchmark_id=algebraic_geometry_155]"
356,algebraic_geometry,"Compute an explicit mapping from a latent map to a basis, then compare basis vectors and discuss rank behavior with sparse observations. [benchmark_id=algebraic_geometry_156]"
357,algebraic_geometry,"Compute an explicit mapping from a projection to a vector field, then cluster basis vectors and discuss rank behavior with sparse observations. [benchmark_id=algebraic_geometry_157]"
358,algebraic_geometry,"Compute an explicit mapping from a projection to a coordinate frame, then transform basis vectors and discuss rank behavior while preserving neighborhood topology. [benchmark_id=algebraic_geometry_158]"
359,algebraic_geometry,"Compute an explicit mapping from a basis to a operator, then interpolate basis vectors and discuss rank behavior with sparse observations. [benchmark_id=algebraic_geometry_159]"
360,algebraic_geometry,"Compute an explicit mapping from a geodesic to a embedding, then cluster basis vectors and discuss rank behavior while preserving neighborhood topology. [benchmark_id=algebraic_geometry_160]"
361,algebraic_geometry,"Compute an explicit mapping from a basis to a coordinate frame, then cluster basis vectors and discuss rank behavior with bounded curvature. [benchmark_id=algebraic_geometry_161]"
362,algebraic_geometry,"Compute an explicit mapping from a distance matrix to a projection, then perturb basis vectors and discuss rank behavior with contrastive supervision. [benchmark_id=algebraic_geometry_162]"
363,algebraic_geometry,"Compute an explicit mapping from a coordinate frame to a geodesic, then perturb basis vectors and discuss rank behavior with bounded curvature. [benchmark_id=algebraic_geometry_163]"
364,algebraic_geometry,"Compute an explicit mapping from a operator to a embedding, then factorize basis vectors and discuss rank behavior with sparse observations. [benchmark_id=algebraic_geometry_164]"
365,algebraic_geometry,"Compute an explicit mapping from a geodesic to a operator, then decompose basis vectors and discuss rank behavior with sparse observations. [benchmark_id=algebraic_geometry_165]"
366,algebraic_geometry,"Compute an explicit mapping from a basis to a manifold, then normalize basis vectors and discuss rank behavior under fixed token budget. [benchmark_id=algebraic_geometry_166]"
367,algebraic_geometry,"Compute an explicit mapping from a kernel to a tensor, then transform basis vectors and discuss rank behavior under rotational invariance. [benchmark_id=algebraic_geometry_167]"
368,algebraic_geometry,"Compute an explicit mapping from a vector field to a polytope, then cluster basis vectors and discuss rank behavior with contrastive supervision. [benchmark_id=algebraic_geometry_168]"
369,algebraic_geometry,"Compute an explicit mapping from a projection to a operator, then factorize basis vectors and discuss rank behavior under rotational invariance. [benchmark_id=algebraic_geometry_169]"
370,algebraic_geometry,"Compute an explicit mapping from a polytope to a coordinate frame, then cluster basis vectors and discuss rank behavior under noisy measurements. [benchmark_id=algebraic_geometry_170]"
371,algebraic_geometry,"Compute an explicit mapping from a kernel to a tensor, then compare basis vectors and discuss rank behavior under fixed token budget. [benchmark_id=algebraic_geometry_171]"
372,algebraic_geometry,"Compute an explicit mapping from a polytope to a tensor, then optimize basis vectors and discuss rank behavior under noisy measurements. [benchmark_id=algebraic_geometry_172]"
373,algebraic_geometry,"Compute an explicit mapping from a polytope to a basis, then optimize basis vectors and discuss rank behavior under fixed token budget. [benchmark_id=algebraic_geometry_173]"
374,algebraic_geometry,"Compute an explicit mapping from a basis to a projection, then cluster basis vectors and discuss rank behavior under rotational invariance. [benchmark_id=algebraic_geometry_174]"
375,algebraic_geometry,"Compute an explicit mapping from a polytope to a operator, then optimize basis vectors and discuss rank behavior with bounded curvature. [benchmark_id=algebraic_geometry_175]"
376,algebraic_geometry,"Compute an explicit mapping from a latent map to a operator, then decompose basis vectors and discuss rank behavior under noisy measurements. [benchmark_id=algebraic_geometry_176]"
377,algebraic_geometry,"Compute an explicit mapping from a kernel to a basis, then perturb basis vectors and discuss rank behavior with contrastive supervision. [benchmark_id=algebraic_geometry_177]"
378,algebraic_geometry,"Compute an explicit mapping from a trajectory to a graph, then optimize basis vectors and discuss rank behavior across two scales. [benchmark_id=algebraic_geometry_178]"
379,algebraic_geometry,"Compute an explicit mapping from a embedding to a tensor, then factorize basis vectors and discuss rank behavior with bounded curvature. [benchmark_id=algebraic_geometry_179]"
380,algebraic_geometry,"Compute an explicit mapping from a trajectory to a embedding, then perturb basis vectors and discuss rank behavior under noisy measurements. [benchmark_id=algebraic_geometry_180]"
381,algebraic_geometry,"Compute an explicit mapping from a polytope to a tensor, then optimize basis vectors and discuss rank behavior with contrastive supervision. [benchmark_id=algebraic_geometry_181]"
382,algebraic_geometry,"Compute an explicit mapping from a latent map to a projection, then cluster basis vectors and discuss rank behavior with bounded curvature. [benchmark_id=algebraic_geometry_182]"
383,algebraic_geometry,"Compute an explicit mapping from a basis to a operator, then factorize basis vectors and discuss rank behavior with sparse observations. [benchmark_id=algebraic_geometry_183]"
384,algebraic_geometry,"Compute an explicit mapping from a graph to a manifold, then perturb basis vectors and discuss rank behavior across two scales. [benchmark_id=algebraic_geometry_184]"
385,algebraic_geometry,"Compute an explicit mapping from a basis to a coordinate frame, then align basis vectors and discuss rank behavior under fixed token budget. [benchmark_id=algebraic_geometry_185]"
386,algebraic_geometry,"Compute an explicit mapping from a basis to a vector field, then align basis vectors and discuss rank behavior with sparse observations. [benchmark_id=algebraic_geometry_186]"
387,algebraic_geometry,"Compute an explicit mapping from a trajectory to a embedding, then cluster basis vectors and discuss rank behavior with contrastive supervision. [benchmark_id=algebraic_geometry_187]"
388,algebraic_geometry,"Compute an explicit mapping from a operator to a latent map, then perturb basis vectors and discuss rank behavior with bounded curvature. [benchmark_id=algebraic_geometry_188]"
389,algebraic_geometry,"Compute an explicit mapping from a geodesic to a distance matrix, then compare basis vectors and discuss rank behavior under noisy measurements. [benchmark_id=algebraic_geometry_189]"
390,algebraic_geometry,"Compute an explicit mapping from a distance matrix to a manifold, then normalize basis vectors and discuss rank behavior with contrastive supervision. [benchmark_id=algebraic_geometry_190]"
391,algebraic_geometry,"Compute an explicit mapping from a manifold to a trajectory, then optimize basis vectors and discuss rank behavior with contrastive supervision. [benchmark_id=algebraic_geometry_191]"
392,algebraic_geometry,"Compute an explicit mapping from a geodesic to a basis, then align basis vectors and discuss rank behavior with contrastive supervision. [benchmark_id=algebraic_geometry_192]"
393,algebraic_geometry,"Compute an explicit mapping from a projection to a embedding, then normalize basis vectors and discuss rank behavior under rotational invariance. [benchmark_id=algebraic_geometry_193]"
394,algebraic_geometry,"Compute an explicit mapping from a latent map to a latent map, then compare basis vectors and discuss rank behavior with contrastive supervision. [benchmark_id=algebraic_geometry_194]"
395,algebraic_geometry,"Compute an explicit mapping from a embedding to a graph, then project basis vectors and discuss rank behavior with sparse observations. [benchmark_id=algebraic_geometry_195]"
396,algebraic_geometry,"Compute an explicit mapping from a latent map to a operator, then stabilize basis vectors and discuss rank behavior while preserving neighborhood topology. [benchmark_id=algebraic_geometry_196]"
397,algebraic_geometry,"Compute an explicit mapping from a latent map to a vector field, then optimize basis vectors and discuss rank behavior with bounded curvature. [benchmark_id=algebraic_geometry_197]"
398,algebraic_geometry,"Compute an explicit mapping from a vector field to a trajectory, then decompose basis vectors and discuss rank behavior with bounded curvature. [benchmark_id=algebraic_geometry_198]"
399,algebraic_geometry,"Compute an explicit mapping from a trajectory to a geodesic, then project basis vectors and discuss rank behavior with bounded curvature. [benchmark_id=algebraic_geometry_199]"
400,analogy_composition,Complete the analogy: 'latent map is to local structure as trajectory is to global structure'; then transform the relation across two scales. [benchmark_id=analogy_composition_000]
401,analogy_composition,Complete the analogy: 'kernel is to local structure as tensor is to global structure'; then interpolate the relation under rotational invariance. [benchmark_id=analogy_composition_001]
402,analogy_composition,Complete the analogy: 'projection is to local structure as geodesic is to global structure'; then factorize the relation with sparse observations. [benchmark_id=analogy_composition_002]
403,analogy_composition,Complete the analogy: 'latent map is to local structure as kernel is to global structure'; then compare the relation while preserving neighborhood topology. [benchmark_id=analogy_composition_003]
404,analogy_composition,Complete the analogy: 'kernel is to local structure as tensor is to global structure'; then normalize the relation under fixed token budget. [benchmark_id=analogy_composition_004]
405,analogy_composition,Complete the analogy: 'coordinate frame is to local structure as latent map is to global structure'; then decompose the relation across two scales. [benchmark_id=analogy_composition_005]
406,analogy_composition,Complete the analogy: 'graph is to local structure as basis is to global structure'; then project the relation with bounded curvature. [benchmark_id=analogy_composition_006]
407,analogy_composition,Complete the analogy: 'polytope is to local structure as latent map is to global structure'; then stabilize the relation with bounded curvature. [benchmark_id=analogy_composition_007]
408,analogy_composition,Complete the analogy: 'geodesic is to local structure as trajectory is to global structure'; then normalize the relation under fixed token budget. [benchmark_id=analogy_composition_008]
409,analogy_composition,Complete the analogy: 'tensor is to local structure as manifold is to global structure'; then interpolate the relation under noisy measurements. [benchmark_id=analogy_composition_009]
410,analogy_composition,Complete the analogy: 'polytope is to local structure as projection is to global structure'; then align the relation with sparse observations. [benchmark_id=analogy_composition_010]
411,analogy_composition,Complete the analogy: 'manifold is to local structure as graph is to global structure'; then transform the relation under noisy measurements. [benchmark_id=analogy_composition_011]
412,analogy_composition,Complete the analogy: 'manifold is to local structure as trajectory is to global structure'; then normalize the relation with sparse observations. [benchmark_id=analogy_composition_012]
413,analogy_composition,Complete the analogy: 'coordinate frame is to local structure as trajectory is to global structure'; then project the relation under noisy measurements. [benchmark_id=analogy_composition_013]
414,analogy_composition,Complete the analogy: 'tensor is to local structure as latent map is to global structure'; then factorize the relation under noisy measurements. [benchmark_id=analogy_composition_014]
415,analogy_composition,Complete the analogy: 'polytope is to local structure as distance matrix is to global structure'; then project the relation under noisy measurements. [benchmark_id=analogy_composition_015]
416,analogy_composition,Complete the analogy: 'polytope is to local structure as manifold is to global structure'; then stabilize the relation under fixed token budget. [benchmark_id=analogy_composition_016]
417,analogy_composition,Complete the analogy: 'geodesic is to local structure as distance matrix is to global structure'; then interpolate the relation while preserving neighborhood topology. [benchmark_id=analogy_composition_017]
418,analogy_composition,Complete the analogy: 'trajectory is to local structure as basis is to global structure'; then decompose the relation across two scales. [benchmark_id=analogy_composition_018]
419,analogy_composition,Complete the analogy: 'operator is to local structure as polytope is to global structure'; then factorize the relation while preserving neighborhood topology. [benchmark_id=analogy_composition_019]
420,analogy_composition,Complete the analogy: 'embedding is to local structure as embedding is to global structure'; then transform the relation across two scales. [benchmark_id=analogy_composition_020]
421,analogy_composition,Complete the analogy: 'kernel is to local structure as projection is to global structure'; then compare the relation under fixed token budget. [benchmark_id=analogy_composition_021]
422,analogy_composition,Complete the analogy: 'distance matrix is to local structure as latent map is to global structure'; then decompose the relation while preserving neighborhood topology. [benchmark_id=analogy_composition_022]
423,analogy_composition,Complete the analogy: 'embedding is to local structure as manifold is to global structure'; then align the relation with bounded curvature. [benchmark_id=analogy_composition_023]
424,analogy_composition,Complete the analogy: 'polytope is to local structure as projection is to global structure'; then project the relation across two scales. [benchmark_id=analogy_composition_024]
425,analogy_composition,Complete the analogy: 'projection is to local structure as tensor is to global structure'; then decompose the relation with sparse observations. [benchmark_id=analogy_composition_025]
426,analogy_composition,Complete the analogy: 'trajectory is to local structure as geodesic is to global structure'; then optimize the relation under fixed token budget. [benchmark_id=analogy_composition_026]
427,analogy_composition,Complete the analogy: 'tensor is to local structure as projection is to global structure'; then optimize the relation across two scales. [benchmark_id=analogy_composition_027]
428,analogy_composition,Complete the analogy: 'manifold is to local structure as coordinate frame is to global structure'; then stabilize the relation across two scales. [benchmark_id=analogy_composition_028]
429,analogy_composition,Complete the analogy: 'graph is to local structure as polytope is to global structure'; then normalize the relation with sparse observations. [benchmark_id=analogy_composition_029]
430,analogy_composition,Complete the analogy: 'polytope is to local structure as vector field is to global structure'; then stabilize the relation with sparse observations. [benchmark_id=analogy_composition_030]
431,analogy_composition,Complete the analogy: 'graph is to local structure as geodesic is to global structure'; then interpolate the relation with contrastive supervision. [benchmark_id=analogy_composition_031]
432,analogy_composition,Complete the analogy: 'latent map is to local structure as distance matrix is to global structure'; then factorize the relation while preserving neighborhood topology. [benchmark_id=analogy_composition_032]
433,analogy_composition,Complete the analogy: 'polytope is to local structure as manifold is to global structure'; then optimize the relation under noisy measurements. [benchmark_id=analogy_composition_033]
434,analogy_composition,Complete the analogy: 'vector field is to local structure as kernel is to global structure'; then cluster the relation with bounded curvature. [benchmark_id=analogy_composition_034]
435,analogy_composition,Complete the analogy: 'graph is to local structure as latent map is to global structure'; then cluster the relation while preserving neighborhood topology. [benchmark_id=analogy_composition_035]
436,analogy_composition,Complete the analogy: 'geodesic is to local structure as tensor is to global structure'; then project the relation under rotational invariance. [benchmark_id=analogy_composition_036]
437,analogy_composition,Complete the analogy: 'vector field is to local structure as tensor is to global structure'; then perturb the relation while preserving neighborhood topology. [benchmark_id=analogy_composition_037]
438,analogy_composition,Complete the analogy: 'graph is to local structure as vector field is to global structure'; then project the relation with contrastive supervision. [benchmark_id=analogy_composition_038]
439,analogy_composition,Complete the analogy: 'distance matrix is to local structure as projection is to global structure'; then optimize the relation while preserving neighborhood topology. [benchmark_id=analogy_composition_039]
440,analogy_composition,Complete the analogy: 'tensor is to local structure as operator is to global structure'; then cluster the relation under fixed token budget. [benchmark_id=analogy_composition_040]
441,analogy_composition,Complete the analogy: 'operator is to local structure as manifold is to global structure'; then perturb the relation under fixed token budget. [benchmark_id=analogy_composition_041]
442,analogy_composition,Complete the analogy: 'trajectory is to local structure as coordinate frame is to global structure'; then project the relation under rotational invariance. [benchmark_id=analogy_composition_042]
443,analogy_composition,Complete the analogy: 'basis is to local structure as geodesic is to global structure'; then align the relation under fixed token budget. [benchmark_id=analogy_composition_043]
444,analogy_composition,Complete the analogy: 'trajectory is to local structure as manifold is to global structure'; then project the relation under noisy measurements. [benchmark_id=analogy_composition_044]
445,analogy_composition,Complete the analogy: 'geodesic is to local structure as projection is to global structure'; then optimize the relation under rotational invariance. [benchmark_id=analogy_composition_045]
446,analogy_composition,Complete the analogy: 'polytope is to local structure as operator is to global structure'; then align the relation under fixed token budget. [benchmark_id=analogy_composition_046]
447,analogy_composition,Complete the analogy: 'latent map is to local structure as latent map is to global structure'; then transform the relation under noisy measurements. [benchmark_id=analogy_composition_047]
448,analogy_composition,Complete the analogy: 'operator is to local structure as latent map is to global structure'; then project the relation under rotational invariance. [benchmark_id=analogy_composition_048]
449,analogy_composition,Complete the analogy: 'geodesic is to local structure as projection is to global structure'; then project the relation with bounded curvature. [benchmark_id=analogy_composition_049]
450,analogy_composition,Complete the analogy: 'basis is to local structure as polytope is to global structure'; then transform the relation while preserving neighborhood topology. [benchmark_id=analogy_composition_050]
451,analogy_composition,Complete the analogy: 'kernel is to local structure as vector field is to global structure'; then optimize the relation under noisy measurements. [benchmark_id=analogy_composition_051]
452,analogy_composition,Complete the analogy: 'polytope is to local structure as vector field is to global structure'; then align the relation under noisy measurements. [benchmark_id=analogy_composition_052]
453,analogy_composition,Complete the analogy: 'manifold is to local structure as kernel is to global structure'; then normalize the relation under rotational invariance. [benchmark_id=analogy_composition_053]
454,analogy_composition,Complete the analogy: 'latent map is to local structure as projection is to global structure'; then interpolate the relation under rotational invariance. [benchmark_id=analogy_composition_054]
455,analogy_composition,Complete the analogy: 'trajectory is to local structure as coordinate frame is to global structure'; then stabilize the relation with bounded curvature. [benchmark_id=analogy_composition_055]
456,analogy_composition,Complete the analogy: 'polytope is to local structure as graph is to global structure'; then transform the relation with contrastive supervision. [benchmark_id=analogy_composition_056]
457,analogy_composition,Complete the analogy: 'coordinate frame is to local structure as polytope is to global structure'; then factorize the relation under noisy measurements. [benchmark_id=analogy_composition_057]
458,analogy_composition,Complete the analogy: 'graph is to local structure as manifold is to global structure'; then align the relation with sparse observations. [benchmark_id=analogy_composition_058]
459,analogy_composition,Complete the analogy: 'basis is to local structure as coordinate frame is to global structure'; then align the relation with bounded curvature. [benchmark_id=analogy_composition_059]
460,analogy_composition,Complete the analogy: 'trajectory is to local structure as geodesic is to global structure'; then cluster the relation under noisy measurements. [benchmark_id=analogy_composition_060]
461,analogy_composition,Complete the analogy: 'manifold is to local structure as kernel is to global structure'; then stabilize the relation under noisy measurements. [benchmark_id=analogy_composition_061]
462,analogy_composition,Complete the analogy: 'graph is to local structure as kernel is to global structure'; then project the relation across two scales. [benchmark_id=analogy_composition_062]
463,analogy_composition,Complete the analogy: 'embedding is to local structure as projection is to global structure'; then interpolate the relation under fixed token budget. [benchmark_id=analogy_composition_063]
464,analogy_composition,Complete the analogy: 'basis is to local structure as manifold is to global structure'; then factorize the relation with sparse observations. [benchmark_id=analogy_composition_064]
465,analogy_composition,Complete the analogy: 'embedding is to local structure as graph is to global structure'; then cluster the relation under rotational invariance. [benchmark_id=analogy_composition_065]
466,analogy_composition,Complete the analogy: 'trajectory is to local structure as distance matrix is to global structure'; then project the relation while preserving neighborhood topology. [benchmark_id=analogy_composition_066]
467,analogy_composition,Complete the analogy: 'manifold is to local structure as basis is to global structure'; then align the relation across two scales. [benchmark_id=analogy_composition_067]
468,analogy_composition,Complete the analogy: 'manifold is to local structure as vector field is to global structure'; then project the relation with bounded curvature. [benchmark_id=analogy_composition_068]
469,analogy_composition,Complete the analogy: 'polytope is to local structure as coordinate frame is to global structure'; then perturb the relation with sparse observations. [benchmark_id=analogy_composition_069]
470,analogy_composition,Complete the analogy: 'kernel is to local structure as trajectory is to global structure'; then decompose the relation across two scales. [benchmark_id=analogy_composition_070]
471,analogy_composition,Complete the analogy: 'basis is to local structure as basis is to global structure'; then normalize the relation with bounded curvature. [benchmark_id=analogy_composition_071]
472,analogy_composition,Complete the analogy: 'distance matrix is to local structure as coordinate frame is to global structure'; then align the relation with bounded curvature. [benchmark_id=analogy_composition_072]
473,analogy_composition,Complete the analogy: 'vector field is to local structure as basis is to global structure'; then cluster the relation across two scales. [benchmark_id=analogy_composition_073]
474,analogy_composition,Complete the analogy: 'operator is to local structure as graph is to global structure'; then project the relation under noisy measurements. [benchmark_id=analogy_composition_074]
475,analogy_composition,Complete the analogy: 'distance matrix is to local structure as graph is to global structure'; then interpolate the relation with sparse observations. [benchmark_id=analogy_composition_075]
476,analogy_composition,Complete the analogy: 'projection is to local structure as coordinate frame is to global structure'; then transform the relation with contrastive supervision. [benchmark_id=analogy_composition_076]
477,analogy_composition,Complete the analogy: 'operator is to local structure as tensor is to global structure'; then project the relation under fixed token budget. [benchmark_id=analogy_composition_077]
478,analogy_composition,Complete the analogy: 'basis is to local structure as embedding is to global structure'; then optimize the relation with bounded curvature. [benchmark_id=analogy_composition_078]
479,analogy_composition,Complete the analogy: 'tensor is to local structure as graph is to global structure'; then stabilize the relation under fixed token budget. [benchmark_id=analogy_composition_079]
480,analogy_composition,Complete the analogy: 'graph is to local structure as latent map is to global structure'; then transform the relation with sparse observations. [benchmark_id=analogy_composition_080]
481,analogy_composition,Complete the analogy: 'graph is to local structure as manifold is to global structure'; then optimize the relation with bounded curvature. [benchmark_id=analogy_composition_081]
482,analogy_composition,Complete the analogy: 'geodesic is to local structure as trajectory is to global structure'; then align the relation while preserving neighborhood topology. [benchmark_id=analogy_composition_082]
483,analogy_composition,Complete the analogy: 'polytope is to local structure as geodesic is to global structure'; then perturb the relation with sparse observations. [benchmark_id=analogy_composition_083]
484,analogy_composition,Complete the analogy: 'coordinate frame is to local structure as coordinate frame is to global structure'; then transform the relation under noisy measurements. [benchmark_id=analogy_composition_084]
485,analogy_composition,Complete the analogy: 'coordinate frame is to local structure as coordinate frame is to global structure'; then compare the relation under rotational invariance. [benchmark_id=analogy_composition_085]
486,analogy_composition,Complete the analogy: 'projection is to local structure as polytope is to global structure'; then decompose the relation with sparse observations. [benchmark_id=analogy_composition_086]
487,analogy_composition,Complete the analogy: 'embedding is to local structure as basis is to global structure'; then cluster the relation while preserving neighborhood topology. [benchmark_id=analogy_composition_087]
488,analogy_composition,Complete the analogy: 'vector field is to local structure as latent map is to global structure'; then optimize the relation under fixed token budget. [benchmark_id=analogy_composition_088]
489,analogy_composition,Complete the analogy: 'graph is to local structure as embedding is to global structure'; then project the relation with contrastive supervision. [benchmark_id=analogy_composition_089]
490,analogy_composition,Complete the analogy: 'tensor is to local structure as projection is to global structure'; then decompose the relation under noisy measurements. [benchmark_id=analogy_composition_090]
491,analogy_composition,Complete the analogy: 'basis is to local structure as geodesic is to global structure'; then decompose the relation under noisy measurements. [benchmark_id=analogy_composition_091]
492,analogy_composition,Complete the analogy: 'graph is to local structure as operator is to global structure'; then cluster the relation under rotational invariance. [benchmark_id=analogy_composition_092]
493,analogy_composition,Complete the analogy: 'polytope is to local structure as distance matrix is to global structure'; then normalize the relation under rotational invariance. [benchmark_id=analogy_composition_093]
494,analogy_composition,Complete the analogy: 'manifold is to local structure as basis is to global structure'; then interpolate the relation across two scales. [benchmark_id=analogy_composition_094]
495,analogy_composition,Complete the analogy: 'graph is to local structure as coordinate frame is to global structure'; then interpolate the relation across two scales. [benchmark_id=analogy_composition_095]
496,analogy_composition,Complete the analogy: 'trajectory is to local structure as geodesic is to global structure'; then optimize the relation with bounded curvature. [benchmark_id=analogy_composition_096]
